doc_id,sentence_id,matched_form,context,start_char,end_char,cluster,umap1,umap2,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2
A06785.txt,350,price,The foreign Commodities are risen in price according to the moneys enhanced. 7.,37,42,1,-0.5039989,-1.5937932,8.027859,7.6412907,7.63439
A06785.txt,351,price,"The native Commodities are in price undervalved according to the undervaluation of our moneys, all which are fearful effects.",30,35,0,-0.43931684,-1.3347223,8.645157,8.8413105,8.903864
A06785.txt,400,price,"THere is not any such thing in my writings, neither did I ever stand so much upon the necessary use of our Wools: but I did insist upon two principal points concerning the sale of Cloth, The advantage of the sale of our Cloth. which was, that other Nations (buying heretofore our Clothes, when they were sold dearer by the one half in price than they be now sold) did never complain that the Clothes were sold too dear, but they did always complain of the false making of Cloth: and again, that other Nations are as willing to sell unto us their foreign Commodities, as we can be to sell our Clothes to them: for those that make Clothes in their Countries, have no occasion to buy foreign Wares, or the Commodities of other Countries, but seek to sell them for ready money, or to be paid at some times of payment: whereby England hath a great advantage, and may enjoy the benefit of it in selling their Cloth with reputation, which is ever accompanied with request, and causeth Commodities to be sold at good rates; whereas vilifying the price of Wares, can never establish a Trade, nor make Commodities more vendible, and this requireth great consideration.",335,340,0,-0.026085528,-1.5385596,7.83429,8.539027,8.504147
A06785.txt,561,price,"Let us now examine the price of Spices in those days within the Realm, and we shall find that Pepper was sold for 2 s the pound, Cloves 6 s, Mace 7 s, Nutmegs 3 s, and Indigo 6 s; which small difference in price, for so much as is yearly spent in England, P. 44. may be declared by the proportion set down by the said Author, which being calculated at 4 d. upon a pound of Pepper, and 12 d upon Cloves, Mace and Indigo, and 6 d upon Nutmegs, amounteth but to 21166 l. 13 s 4 d.",206,211,0,-0.14879924,-0.9612575,6.667211,7.640417,7.609302
A06786.txt,782,price,"And not only is this commutation or exchange abused in kind, but also in the price, paying too dear for the one, and selling the other too good cheap: whereby cometh an overbalancing of Commodities in price and quality, and not in quantity; whereby in effect, Overbalancing of Commodities.",201,206,0,-0.3568211,-1.6019601,7.377055,7.7667465,7.7987657
A06786.txt,791,price,"But howsoever, the Maxim is to be observed in the avoiding of the said overbalancing of Commodities in price and quality.",103,108,1,-0.64508754,-1.433081,7.598021,7.5850306,7.6538525
A06786.txt,839,price,"For of the said three Essential parts of Traffic, Causes of the overballanceing of Commodities. we have but the use of one (as they observed) which is the buying of foreign Commodities to make returns, increasing therein the consumption of the said wares, and not our own monies remaining hereby plentiful beyond the Seas; the rather for that Bills of debt are (as ready money) passing between man and man causeth with them a lively course of Trade, whereby their Commodities are advanced in price and sale; neither are they compelled to sell them but at their price, because they find money at interest, at five and six in the hundreth.",492,497,0,-0.18700926,-1.6418177,7.4063153,7.7332845,7.74117
A06786.txt,901,price,"There is another leaner and drier sort of Cloves, called Cravo di Bastao, which is sold for 25 ducats, which the portugals do mingle many times: the difference is half in half in price, and the pound at 13 ½ pence.",179,184,0,-0.08906981,-1.0411793,9.579603,10.263969,10.219949
A06786.txt,956,price,"The Flat Diamonds are always valued one third part less in price, than the Nayfe are, so long as they be uncut; but being cut, are of more or less estimation according to their fashion.",59,64,0,-0.076947585,-1.0413903,7.5964923,8.36084,8.340658
A06786.txt,961,price,"In times past all Diamonds above 4 Carrats, rough or unwrought, were the kings, in the places where they were found; which is the cause that concerning the values of Diamonds of above 4 Carrats cut, no proportion in price is made certain between jewellers, but is left to estimation according to the abovesaid properties.",216,221,0,-0.09431437,-0.96850157,6.7654166,7.603048,7.6091385
A06786.txt,1090,price,"If commodities imported unto us, be dearer than in times past, as we have noted, and our home commodities are not sold proportionably in price, but we will endeavour still to sell good cheap: who seethe not that this bringeth an evident over ballencing of commodities in price, which is to be balanced by the treasure and monies of the Realm.",137,142,0,0.025291063,-1.4369006,6.5731926,7.108372,7.1304083
A06786.txt,1090,price,"If commodities imported unto us, be dearer than in times past, as we have noted, and our home commodities are not sold proportionably in price, but we will endeavour still to sell good cheap: who seethe not that this bringeth an evident over ballencing of commodities in price, which is to be balanced by the treasure and monies of the Realm.",271,276,0,-0.127498,-1.6243753,6.787454,7.3275237,7.339666
A06786.txt,1146,price,"This Revolution of Trade, Sundry means for buying and selling. may be illustrated by the consideration of the several means, whereby the said buying and selling are effected.

1 The first is, buying with ready money, For ready money. which is commonly the best, and with most advantage, for commodities are sold better cheap: wherein the knowledge of the goodness and necessary use is requisite.

2 There is also a buying and selling of Commodities, For ready money and paiable at times. paiable at some limited time or times of payment, or partly ready money, and partly at times: and the difference of price herein, is commonly above ten upon the hundreth more or less, as the rate of monies at interest are in the places of Commerce, where the said Commodities are sold or bought, and according to the plenty of money extant, unless the superaboundance of Commodities do alter the same, especially if the Commodities be perishable, by Corruption, Time, and Accidents; so that the condition, quality, or goodness of the commodity is much to be respected: which was the cause that when commodities did abound at the first, and the wealth of man was described by cattle and the like perishable things; all kind of metal (as being durable) was most esteemed, and the purest mettle taken to be fittest to make monies of, as hereafter shall be amply declared in our second Part.",604,609,0,-0.35047093,-0.8231766,7.6662526,8.221194,8.217444
A06786.txt,1147,price,"By Bills of Exchange. 3 There is another buying and selling of commodities, to be paid by Bills of Exchanges, that is to say, The Buyer giveth a Bill of Exchange, or many Bills to be paid by exchange in another place; as for example one buyeth five hundreth pounds worth (at London) in commodities, which are accounted in price, as if he had bought them for ready money, and doth give unto the Seller of the said commodities one or more Bills of Exchanges for Antuerp, Amsterdam, or any other place, to be paid according to the price of exchange which is made, or aught to be made, according to the value of the monies of one Country, and the value of the monies of other Countries, by weight and fineness, as shall be hereafter declared, and that according to the distance and discrepance of the time and place, where and when the said monies shall be paid by the Buyers friend, Factor, or Servant; and so the said Bill or Bills of Exchanges are paid accordingly for the commodities so bought.",322,327,0,-0.21390745,-1.4533185,6.896623,7.719388,7.7480693
A06786.txt,1368,price,"Moreover, if you have paid the King's Custom for them, and have them in your custody and power, and do make tender of them before the time; yet the Law is not satisfied herein, but you must tender them also upon the last day of delivery, because the damages to be given unto you by Law must take a certain ground upon the limitation of time, and not upon casualties; for it might fall out, that the price of the said commodities should rise within that time, and you might sell them for a greater gain, and by that time of the last day of your delivery they might be fallen again in price, and you might have provided another parcel for the same, so that both by the Common law and the Law Merchant you are to make your tender upon the very day by a Scrivener, or with competent witnesses, whereof I have seen sufficient trial in Law.",583,588,0,0.05107158,-1.8387698,8.044158,8.692541,8.705693
A06786.txt,2224,price,"Setting the fishing trade apart (which causeth all sorts of poor to employ their hands, though they want legs) let me recommend unto you, Bogging of Peate and Turf. the making and bogging of Peate and Turf, the rather for the want of wood, which England is like to have in progress of time, the woods being much decayed and enhanced in price, and Peate and Turf may be made serviceable to supply the uses of wood, and set an infinite number of people on work.",336,341,0,0.18703376,-1.41098,7.940322,8.755602,8.806482
A06786.txt,2362,price,"For prevention whereof, let us note the proportion for the victualling of fifty men for eight months, A proportion for victualling of ships. of a ship of 200 tons, and cast Merchants or Fishermen account accordingly, for the greater or lesser number of persons, or the longer or shorter time of victualling, more or less also in price, 50 men are 12 ½ Messes, being four to a mess by distribution.

ll. ss. d.",329,334,0,-0.47969478,-1.1818352,7.2845,8.671755,8.707314
A06786.txt,2392,price,"According to plenty or scarcity of Money then, generally commodities become dear or good cheap, and so it came to pass of late years, that every thing is enhanced in price by the abundance of Bullion and Moneys (which came from the West-Indies into Europe) which like unto an Ocean, The Ocean of Moneys. hath divided her course into severell branches through all countries, and the Money itself being altered by valuation as aforesaid, caused the measure to be made lesser, whereby the number did increase to make up the tale, being augmented by denomination from twenty to sixty, or of those latter years from forty to sixty.",166,171,0,-0.08654369,-1.296715,7.0653596,7.3516917,7.3761964
A06786.txt,3037,price,"This Valuation of Merchants hath two handmaids beyond the seas, which do advance the foreign coin in price, as we do by exchange abate the same.",101,106,0,-0.07509901,-1.2651035,6.276256,7.004476,7.016857
A06786.txt,3044,price,"So that exportation of silver for gold, Permutation of Monies. or gold for silver, is but a permutation between them without any profit: But England and other countries' affording means to import abundance of foreign commodities, and gold being with us in greater estimation than heretofore (being but of late years advanced from eleven to twelve for one, An. 1611. that is to say, From eleven ounces of silver to twelve ounces of silver, for one ounce of gold) was continually transported in return of the said foreign commodities, the exchange not answering the true value of the gold: so that now when our gold is yet more advanced, the silver is thereby more abated in price, giving 13 ⅕ for one: and therefore no marvel that gold is imported unto us, and silver is exported, there being a gain of above ten and twelve pro cent.",673,678,0,-0.09508234,-1.3891771,6.2505784,6.785944,6.8081303
A06786.txt,3161,price,"In Poland, Lituania, Prussia, and other country's adjacent, when they do abound in corn, money is commonly very scarce, and the price of corn thereby much abated; at which time they will rather tolerate or proclaim the moneys to be enhanced in price, or to be delivered at interest after fifteen, twenty, and sometimes twenty and five upon the hundreth for a year, or a lesser time: hereupon presently, great store of money cometh from all places thither, which maketh the price of money to rise.",244,249,0,0.07671051,-1.4058009,6.3017864,6.914763,6.9330664
A06786.txt,3198,price,"For plenty of money will not only prevent, but also effect the benefits intended in the said Treatise, making Usury to decrease in price, Plenty of money decreaseth Usury in price or rate. as in other countries where they are tolerated to take twelve in the hundreth; and yet moneys are plentifully to be had, at five, six, and seven in the hundreth: Then will the King's Customs increase, and Commerce flourish, Nobleman's and gentlemen's lands be improved, Merchants and Artificers be encouraged, young beginners be enabled, labourers find quick employment, and Usurers may have land for their moneys.",131,136,0,-0.15751046,-1.3958942,8.621968,8.704085,8.674557
A06786.txt,3198,price,"For plenty of money will not only prevent, but also effect the benefits intended in the said Treatise, making Usury to decrease in price, Plenty of money decreaseth Usury in price or rate. as in other countries where they are tolerated to take twelve in the hundreth; and yet moneys are plentifully to be had, at five, six, and seven in the hundreth: Then will the King's Customs increase, and Commerce flourish, Nobleman's and gentlemen's lands be improved, Merchants and Artificers be encouraged, young beginners be enabled, labourers find quick employment, and Usurers may have land for their moneys.",174,179,0,-0.059836708,-1.4608955,8.037469,8.430152,8.423285
A06786.txt,3549,price,"But this course of Exchange being of late years abused, and (as it were) made a merchandise, Par of Exchange. doth overrule the course of Commodities and Moneys by rising and falling in price, according to plenty and scarcity of Money, and in regard of discrepaunce and distance of time and place: which made some Merchants (by mistaking) to compare the course of Commodities and Exchange to be a like; as if the measure of a thing, and the thing measured thereby were alone.",186,191,0,-0.07597426,-1.2452615,6.3558273,6.886454,6.925608
A06786.txt,3826,price,"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.",588,593,0,0.014556577,-1.8048426,8.095178,8.580309,8.599902
A06786.txt,3841,price,"Now if we will consider things according to the rule aforesaid, it will plainly appear that the said fifteen upon the hundred gain, more than in England, are but imaginary, if the Exchange for moneys were reform: for let five of these royals of eight be bought in England for twenty two shillings, and be transported into Holland, and there buy commodities with the same (which is according as the price of them is enhanced, for as the money riseth in price, so doth the price of commodities) it may fall out the said Merchants should become losers by the commodities, so that the same cannot be termed Causa movens: But the Spanish Merchants, which cause their royals to be sent into Holland or Zealand, from Spain or from the Downs, rely wholly upon the Low-Exchange, whereby they are enabled to deliver there their money by Exchange at an undervalue, at thirty three shillings four pence Flemish and under, for our twenty shillings sterling, whereby the Kingdom maketh good unto them the said fifteen upon the hundreth, consisting between the price of forty two stivers, and fifty one stivers, which is almost eighteen pro hundreth.",452,457,0,-0.029223341,-1.6444501,7.103805,7.2355747,7.2308817
A06786.txt,3847,price,"Howbeit at Hamborough, Stoade, and other places in Germany, the said Doller did remain still at thirty two shillings Lubish, or two marks: and as the said Doller did enhance in price, so did they in the Low-countrieses coin new stivers accordingly; sometimes lighter in weight, A great Fallacy. and at other times embased by Copper or Alloy, and yet in account the stiver did and doth remain the ground of all their moneys: but the said Doller holdeth his standard agreeable to the first Doller, called the Burgundian Doller with Saint Andrew's Cross, coined in the year 1567., which is in fineness ten ounces twelve penny weight of fine Silver: and four and one half of these Dollars were made equivolent to our twenty shillings sterling, as a public measure between us and the Low-countrieses, Germany, and other places where this Doller went currant, as you may observe in the precedent Chapters.",177,182,0,0.010351344,-1.2424821,7.0711403,8.016106,8.031741
A06786.txt,3859,price,"Moneys ▪

11 The attendance of Searchers, Waiters, and other Officers.

12 The strict information in the Exchequer and other Courts.

13 The swearing of the Masters of Ships, for exportation of monies.

14 The reformation of the overheavinesse of our pound weight Troy in the Tower.

15 The overrichnesse of our sterling standard of moneys.

16 The alteration of the proportion between Gold and Silver.

17 The making of more prices out of the pound Troy by the Sheyre.

18 The enhancing of Silver and Gold Coins in price.

19 The embasing of moneys by Alloy or Copper.

20 The use of many standards of money, and reduced to two again.

21 The increasing of coinage money to hinder the exportation.

22 The prohibition to cull out heavy pieces to melt or transport.

23 The banishing of light Spanish money, and Gold to be melted.

24 The giving more for Bullion in the Mint.

25 The prohibition for Goldsmiths to buy Gold or Bullion.

26 The making of the principal foreign Coin currant in England.

27 The binding of Merchants to bring in Bullion.

28 The prohibition to pay Gold unto Merchant strangers.

29 The prohibition to take gains upon Coins.

30 The Bullion in the Mint to be delivered by weight, to restore by tale.

31 The enhancing of Gold and undervaluing of Silver.

32 The punishment of transporters in the Star-chamber by Fines.

33 Exchange.",516,521,0,-0.25374523,-1.3671463,8.287599,8.708758,8.719734
A06786.txt,3869,price,"Is it not an excellent thing, that all this can be done by the course of Exchange with great facility? and that without enhancing of our moneys at home, or meddling with the weight and fineness of the sterling standard; this is to be done only by his majesty's proclamation, according to the statut of Exchanges, Prohibiting that after three months next ensuing the same, no man shall make any Exchanges by Bills or otherwise, for moneys to be paid in foreign parts, or to be rechanged towards this realm, under the true Par, or value for value of our moneys, and the moneys of other countries in weight and fineness, but at the said rate, or above the same, as Merchants can agree by the means of Brokers, or amongst themselves, The way to restore England's wealth. but never under the said rate, which shall be declared in a pair of tables publicly to be seen upon the royal Exchange in London, according to the said proclamation: and the said tables shall be altered in price, as occasions shall be ministered beyond the seas, in the several respective places of Exchanges, either by their enhancing of moneys by valuation, or by embasing of the same by allay, as hath been noted; which by a vigilant eye may be observed, and will be a cause to make other nations more constant in the course of their moneys: and this will be executed more of course than by authority, because gain doth bear the sway and command with most men.",973,978,0,-0.3586364,-1.262342,7.1218514,8.293235,8.38075
A06786.txt,3890,price,"Thus the account is made even between them: but by these means the kingdom is deprived of the 1000 ll of the Merchant's money sent to Amsterdam, which doth not only procure want of our moneys, but causeth also the native commodities to be undersold, and the foreign commodities to be advanced in price beyond the seas by plenty of money there, and hindereth the importation of bullion.",296,301,0,0.0707175,-1.4265798,7.284938,7.917534,7.9927306
A06786.txt,4326,price,"The predominant Power of exchange rising and falling in price, may be compared to the ebbing and flowing of the Seas, whereof no reason can be rendered, albeit we find the course thereof to concur with the increase and decrease of the Moon, which borroweth her light from the Sun, whereunto we may attribute a natural Primum Mobile of moving.",56,61,0,-0.23419176,-1.1872622,7.6830354,8.054292,8.101707
A06786.txt,4330,price,"And even as the seas are girt in by God's commandment, that they cannot overflow the main banks of the earth; so the course of the rising and falling of exchange in price, may be girt in by the King's commandment, A great consideration beyond the common capacity of men. that it shall not overflow the course or banks of traffic to the inundation of our home commodities and moneys.",165,170,0,-0.3901936,-1.1597067,6.7591677,7.3640237,7.457545
A06786.txt,4392,price,"And the like may be done now by a Register authorised by his Majesty's letters Parents.

2 In those day's usury was accounted to be an abominable thing, for it was not used by any course politic: but seeing it is now so general in all countries, the best remedy to abate the same in price, is to procure plenty of money within the Realm by the means before mentioned, which will be more effectual of course, than any law that will be devised for the moderation thereof.

3 To avoid the litigious suits in law, the said Mayor and Constables of the Staple had authority to determine them with all expedition: and if it were upon a difference between a Stapler and a Merchant stranger, there were two Merchants strangers admitted and joined with the Mayor or Constables to determine the same, and that with a present execution without delay, especially upon a Statute Staple acknowledged before the Mayor or Constable, as aforesaid.

4 The fishing Trade was not preoccupied by foreign nations, as it hath been within these hundreth years, as hath been noted; albeit such Ships as were permitted to fish in the King's Seas and dominions, paid six pence for every ton burden, which is now eighteen pence, and this trade might be established with us, notwithstanding that the several Societies of the Merchant's Adventurers, Russia, and Eastland Merchants, are of opinion that England cannot maintain the same, and the cloth Trade together, as they have certified.

5 The indraping of wool or making of cloth, being of late much increased beyond the Seas, and less cloth made with us, may give the better means to establish the fishing Trade, as aforesaid.

6 The policies of Merchants of several countries is to be met withal, as the Staplers did in times past, looking to the sales both of wools, and all other Staple commodities, and the prices of foreign commodities, to prevent the overbalancing in price of the said foreign wares with our native commodities.

7 To prevent the false making of cloth, let us observe that at these Staples, Merchants goods were always diligently and carefully viewed and subscribed, by the Correctors and other Officers of the Staple; to the end that all goods exported might be answerable in goodness to their expectation upon the view required: whereby this Staple Trade continued without any interruption, for they were the sole Merchants of the Realm without competitors, until the time of King Henry the fourth; at which time certain Mariners and Mercers of London, using to barter English clothes in Holland, Zealand, Brabant and other places, had by the said King Henry the fourth, a governor set over them only to be a judge to hear and decide their controversies and to punish their misdemeanours, with licence that they might congregate themselves for that purpose, as by the grant appeareth.",283,288,0,-0.052003067,-1.2790836,6.7888536,8.032758,8.090664
A06788.txt,18,price,"So that the measure being altered and made lesser by denomination, there went more number to make up the tale, and of necessity other things went and were named accordingly in price.",176,181,0,-0.32220876,-1.4897742,7.639636,8.36539,8.366599
A06788.txt,72,price,"The lands being so much risen in price: he showeth, that within sixty years all things are grown dear ten times the price comparing it to any money in France: and so setteth down the causes of this dearth which are 5 in number:

Concerning the first and principal cause, he saith, that the enhancing of the price or dearth of all things in what place soever: proceedeth of the abundance of that which giveth price and estimation unto things: and hereupon doth allege diverse examples.",33,38,0,0.0029698724,-1.4017646,7.6125493,7.9057407,7.934223
A06788.txt,167,price,"And whereas he saith, that of necessity the embasing of the silver moneys proceedeth by the enhancing of the gold: the word Embasing must be understood in price, according to the proportion of valuation which is observed between the gold and silver: which in those days was 11 of fine silver to one of fine gold.",155,160,0,-0.37932885,-1.3045286,6.8776417,8.018832,8.080849
A06788.txt,168,price,But the silver is not embased by allay or copper in advancing the price of gold: for the substance remaineth unaltered and becometh only abated in price in regard of the gold.,147,152,0,-0.1472074,-1.4565772,6.583735,6.976215,6.9958215
A06788.txt,169,price,"Now if Master Bodine had not showed before, that Malestroit hath mistaken himself in the setting down of the enhancing of money in price, and the embasing by allay: whereby the gold moneys by him alleged to be risen from one to two and a half, and three in price, and the silver moneys from one to 5: we might have examined this proportion between gold and silver according to his allegation; and thereby made known, that he had mistaken the matter as well in the alteration of moneys in valuation, fineness, and weight, as he did the whole ground of his Paradoxes.",131,136,0,-0.1047168,-1.4100667,8.047519,8.51042,8.514406
A06788.txt,169,price,"Now if Master Bodine had not showed before, that Malestroit hath mistaken himself in the setting down of the enhancing of money in price, and the embasing by allay: whereby the gold moneys by him alleged to be risen from one to two and a half, and three in price, and the silver moneys from one to 5: we might have examined this proportion between gold and silver according to his allegation; and thereby made known, that he had mistaken the matter as well in the alteration of moneys in valuation, fineness, and weight, as he did the whole ground of his Paradoxes.",257,262,0,-0.16161013,-1.4082705,6.959678,7.8731604,7.9001665
A06788.txt,184,price,"King Henry the 8 in the beginning of his reign, did find the ounce of starling silver to be valued at 40 pence, & the price of Commodities accordingly, the money being in weight and fineness according to the ancient standard of England: at which time the moneys of other country's adjacent was not so much advanced in price.",318,323,0,0.02340448,-1.5177311,7.818373,8.311567,8.31226
A06788.txt,188,price,"But we must note here, that there is a coherence to be considered of in the money between the weight, fineness, and valuation; whereby if generally either of these be altered, all things do alter in price accordingly: but if it be altered in part with due consideration, it hath not the like effect or operation.",199,204,0,-0.3050193,-1.1790856,7.5176425,8.1225395,8.161483
