doc_id,sentence_id,matched_form,context,cluster,label
A32833.txt,378,price,"First, If this be not done, the Danes, swedes and Easterlings will certainly in a few Years carry the whole Trade, by reason of the difference of the charge of building a Ship fit for that Trade there or here, viz. a flyboat of 300 Tuns new built, and set to Sea for such a Voyage, may cost there 13 or 1400 l. which here would cost from 22 to 2400 l. which is so vast a disproportion, that it is impossible for an English man to cope with a Dane in that Navigation under such a discouragement; to balance which there is nothing but the Stranger's duty which the Dane now pays, which may come to 5 or 6 l per Ship per Voyage at most, one with another, which is incompitable with the difference of Price between the first cost of the Ships in either Nation: And this is so evident to those who are conversant in those Trades, that besides the decrease of our Shiping and increase of theirs that hath already happened, ours in probability had bee??? wholy beaten out of the Trade, and only Danes and Easterlings freighted, had we been necessitated to build English Ships, and had not been recruited on moderate Prices by Fly-boats (being Ships proper for this Trade) taken in the late Dutch War, and by a further supply of Scotch Prizes likewise, through his majesty's permission and indulgence.",1,valuation
wealth.txt,4404,price,"The proprietors and
      cultivators of the country, therefore, which lies in the neighborhood of
      the town, over and above the ordinary profits of agriculture, gain, in the
      price of what they sell, the whole value of the carriage of the like
      produce that is brought from more distant parts; and they save, besides,
      the whole value of this carriage in the price of what they buy.",1,valuation
A06788.txt,38,price,"During the reign of king john his successor, in the year 1350, the price of a measure of wine (being indifferently taken) was at 4 livers or 8 shillings starling.",1,market_exchange
A06789.txt,349,price,"To make over their moneys from beyond the Seas, at a low price of exchange, in giving less money there, to have the same paid here by Bill of exchange in Starlin money, receiving the moneys there at such prices, as they cannot import them, but to their exceeding loss: whereby it cometh to pass, that the exportation of our moneys, giveth an exceeding gain on the contrary, and our Cloth is thereby more undersold as afore said.",1,market_exchange
wealth.txt,2967,price,"Take
      the whole of the present century at an average, their real price has
      probably been somewhat higher than it was in those ancient times.",1,market_exchange
wealth.txt,1877,price,"The rent of land, therefore, considered as the price paid for the use of
      the land, is naturally a monopoly price.",1,valuation
wealth.txt,6742,price,"But about the beginning of the
      present century, in 1703, the pitch and tar company of Sweden endeavored
      to raise the price of their commodities to Great Britain, by prohibiting
      their exportation, except in their own ships, at their own price, and in
      such quantities as they thought proper.",1,market_exchange
wealth.txt,920,price,"Tenpence may
      be reckoned its price in Edinburgh and its neighborhood.",1,market_exchange
A32829.txt,5,price,"So that with Submission it seems absolutely necessary to the Good of this Kingdom,

For, First, If the Price of our Cloth be low abroad, 't is impossible that Wool should continue to bear a good Price at home: If Cloth falls, the Material 't is made of must fall with it, and consequently the Labours of the Card-makers, Breakers, Combers, Carders, Spinners, Weavers, Fuller's, Shearmen, Clothiers, Dyers, Cloth workers, Packers, etc. must be beat down, if these be discouraged, we must more and more lose our Manufacture, for who will breed up their Children to a discouraged Trade?",1,valuation
wealth.txt,2511,price,"The grower?€?s price I understand to be the same with
      what is sometimes called the contract price, or the price at which a
      farmer contracts for a certain number of years to deliver a certain
      quantity of corn to a dealer.",1,market_exchange
wealth.txt,7715,price,"Unless its price repays to him the maintenance which he advances to
      himself, as well as the materials, tools, and wages, which he advances to
      his workmen, it evidently does not repay to him the whole expense which he
      lays out upon it.",1,valuation
wealth.txt,2321,price,"Ten shillings, therefore, containing six ounces of
      silver, Tower weight, and equal to about thirty shillings of our present
      money, must, upon this supposition, have been reckoned the middle price of
      the quarter of wheat when this statute was first enacted, and must have
      continued to be so in the 51st of Henry III.",1,market_exchange
wealth.txt,6122,price,"When he carried them from his workhouse to his shop, he
      must have valued them at the price for which he could have sold them to a
      dealer or shopkeeper, who would have bought them by wholesale.",1,valuation
wealth.txt,1975,price,"But in the twelve years preceding 1764 including that year, the average
      price of the same measure of the best wheat at the same market was ??
      2:1:9??d.",1,market_exchange
wealth.txt,2882,price,"Part of all these is reserved for the use of
      his own family; the rest goes to market, in order to find the best price
      which is to be had, and which can scarce be so low is to discourage him
      from sending thither whatever is over and above the use of his own family.",1,valuation
A06786.txt,1100,price,"The bargain came to one thousand pounds starling, whereupon the party paid five hundreth pounds in ready money instantly (for all was done in two hours:) and delivered him also forty half pieces of Lawns, at a certain price the first piece, and in every two or three pieces raising the price, as the manner is in that kind of commodity.",1,market_exchange
wealth.txt,5583,price,"The holder of a receipt
      cannot draw out the bullion for which it is granted, without re-assigning
      to the bank a sum of bank money equal to the price at which the bullion
      had been received.",1,market_exchange
A32839.txt,275,price,"Now in regard Bengall Silk in the East-Indies, can be brought to Europe cheaper than Persia Silk: the Dutch by bringing Silk from Bengall, must of necessity in some kind prejudice that Contract in the price of Silk; though it be the Dutch Companies own Contract, as well as the Turkey Merchants.",1,market_exchange
A07594__Circle_of_Commerce.txt,283,price,"And if there were no other cau??e of dearnes of tho??e or other wines, or other forraine Commodities, then the price they co??t abroad, or the vnder valuation of our Exchange at home, which hee ??o much talkes of here and el??ewhere, and is nothing el??e but a meere Petitio principij, A begging of the que??tion, without any truth or proofe; neither Merchants nor Trades-men could iu??tly complaine of the dearenes of forraine Commodities.",1,valuation
A06788.txt,32,price,"There is much to be lost upon a Crown, or any other money of gold and silver, albeit one do give the same in payment at the price he did receive the same.",1,valuation
wealth.txt,1748,price,"They have generally,
      therefore, been educated at the public expense; and their numbers are
      everywhere so great, as commonly to reduce the price of their labor to a
      very paltry recompence.",1,valuation
A07594__Circle_of_Commerce.txt,210,price,"For example, let 5. of the??e Reals of 8. bee bought heere for 22. ??h. ??terling, and bee tran??ported into Holland, and there buy Commodities with the ??ame, according as the price of them is inhan??ed there; no man maketh any doubt, but that the ??ayd Commodities are al??o ray??ed in price, according to the money inhan??ed.",1,valuation
wealth.txt,6905,price,"So far, therefore, as the manufactures of England
      and those of other countries are both to be exchanged for the sugar and
      tobacco of the English colonies, this superiority of price gives an
      encouragement to the former beyond what the latter can, in these
      circumstances, enjoy.",1,valuation
wealth.txt,6394,price,"If the seignorage had been only one per cent., and the gold currency two
      per cent. below its standard weight, the bank would, in this case, have
      lost only one per cent. upon the price of the bullion; but as they would
      likewise have had a seignorage of one per cent. to pay, their loss upon
      the whole transaction would have been exactly two per cent., in the same
      manner as in all other cases.",1,valuation
wealth.txt,6991,price,"The planter, no doubt, by the high
      price which he pays for the goods from Europe, by the interest upon the
      bills which he grants at distant dates, and by the commission upon the
      renewal of those which he grants at near dates, makes up, and probably
      more than makes up, all the loss which his correspondent can sustain by
      this delay.",1,market_exchange
wealth.txt,688,price,"All the different parts of its
      price will rise to their natural rate, and the whole price to its natural
      price.",2,valuation
wealth.txt,2050,price,"Though, from the preference given in those colonies to the
      cultivation of tobacco above that of corn, it would appear that the
      effectual demand of Europe for tobacco is not completely supplied, it
      probably is more nearly so than that for sugar; and though the present
      price of tobacco is probably more than sufficient to pay the whole rent,
      wages, and profit, necessary for preparing and bringing it to market,
      according to the rate at which they are commonly paid in corn land, it
      must not be so much more as the present price of sugar.",2,market_exchange
wealth.txt,2847,price,"If venison continues in fashion, and the wealth and luxury of
      Great Britain increase as they have done for some time past, its price may
      very probably rise still higher than it is at present.",2,market_exchange
wealth.txt,2324,price,"From about the middle of the fourteenth to the beginning of the sixteenth
      century, what was reckoned the reasonable and moderate, that is, the
      ordinary or average price of wheat, seems to have sunk gradually to about
      one half of this price; so as at last to have fallen to about two ounces
      of silver, Tower weight, equal to about ten shillings of our present
      money.",2,market_exchange
wealth.txt,10251,price,"The high price of such commodities does not necessarily diminish the
      ability of the inferior ranks of people to bring up families.",2,market_exchange
wealth.txt,2382,price,"The price of corn, though at all times liable to
      variation varies most in those turbulent and disorderly societies, in
      which the interruption of all commerce and communication hinders the
      plenty of one part of the country from relieving the scarcity of another.",2,market_exchange
wealth.txt,6911,price,"The price of tobacco might, and probably
      would, by this time have fallen somewhat lower than it is at present.",2,market_exchange
wealth.txt,6964,price,"By raising
      the price of her produce above what it otherwise would be, it enables the
      merchants of other countries to undersell her in foreign markets, and
      thereby to justle her out of almost all those branches of trade, of which
      she has not the monopoly.",2,market_exchange
wealth.txt,10531,price,"The different taxes which have been imposed upon malt, beer, and
      ale, have never lowered the price of barley; have never reduced the rent
      and profit of barley land.",2,market_exchange
wealth.txt,5902,price,"By regulating the money price of all the other parts of the rude produce
      of land, it regulates that of the materials of almost all manufactures; by
      regulating the money price of labor, it regulates that of manufacturing
      art and industry; and by regulating both, it regulates that of the
      complete manufacture.",2,market_exchange
wealth.txt,10241,price,"His employer, if he is a manufacturer, will charge upon the price of his
      goods the rise of wages, together with a profit, so that the final payment
      of the tax, together with this overcharge, will fall upon the consumer.",2,valuation
wealth.txt,2303,price,"These three seem to exhaust all the possible combinations of events which
      can happen in the progress of improvement; and during the course of the
      four centuries preceding the present, if we may judge by what has happened
      both in France and Great Britain, each of those three different
      combinations seems to have taken place in the European market, and nearly
      in the same order, too, in which I have here set them down.

      _Digression concerning the Variations in the value of Silver during the
      Course of the Four last Centuries._




      First Period.?€?In 1350, and for some time before, the average price
      of the quarter of wheat in England seems not to have been estimated lower
      than four ounces of silver, Tower weight, equal to about twenty shillings
      of our present money.",2,valuation
wealth.txt,2457,price,"Diminish the real
      opulence either of Holland or of the territory of Genoa, while the number
      of their inhabitants remains the same; diminish their power of supplying
      themselves from distant countries; and the price of corn, instead of
      sinking with that diminution in the quantity of their silver, which must
      necessarily accompany this declension, either as its cause or as its
      effect, will rise to the price of a famine.",2,valuation
A06788.txt,254,price,"Now as the effects of all Monopolies is to make the price of Commodities dear: so must the price of things in this regard be considered between our home Commodities, & the price of foreign: which if we will but examine within the compass of 50 years, that our moneys have been without alteration, as is before expressed: we shall easily procure the great error or malice of those that do accuse the company of Merchant's adventurers to be a Monopoly; which false imputation may be reproved by by this only, that all foreign Commodities are dearer than our home Commodities: which are not risen in price accordingly, & yet of late years are for the most part amended in the making & the other impaired: and one sort of cloth is sold at one time beyond the seas by 2, 3, 4, or more pounds differing in a pack one from another: neither have the merchant's adventurers the trade of cloth only in their own hands.",2,valuation
wealth.txt,514,price,"Though the market
      price of silver bullion has fallen considerably since the reformation of
      the gold coin, it has not fallen so low as the mint price.",2,valuation
wealth.txt,724,price,"If it was commonly known, their great
      profit would tempt so many new rivals to employ their stocks in the same
      way, that, the effectual demand being fully supplied, the market price
      would soon be reduced to the natural price, and, perhaps, for some time
      even below it.",2,valuation
wealth.txt,402,price,"Its real price may be said to consist in
      the quantity of the necessaries and conveniences of life which are given
      for it; its nominal price, in the quantity of money.",2,valuation
wealth.txt,1073,price,"The demand for
      labor, according as it happens to be increasing, stationary, or
      declining, or to require an increasing, stationary, or declining
      population, determines the quantities of the necessaries and conveniences
      of life which must be given to the laborer; and the money price of labor
      is determined by what is requisite for purchasing this quantity.",2,valuation
wealth.txt,5881,price,"This double encouragement must they imagine, in a long period of
      years, occasion such an increase in the production of corn, as may lower
      its price in the home market, much more than the bounty can raise it in
      the actual state which tillage may, at the end of that period, happen to
      be in.",2,valuation
wealth.txt,5587,price,"The
      holder of a receipt, when he purchases bank money, purchases the power of
      taking out a quantity of bullion, of which the mint price is five per
      cent. above the bank price.",2,market_exchange
A06786.txt,1368,price,"Moreover, if you have paid the King's Custom for them, and have them in your custody and power, and do make tender of them before the time; yet the Law is not satisfied herein, but you must tender them also upon the last day of delivery, because the damages to be given unto you by Law must take a certain ground upon the limitation of time, and not upon casualties; for it might fall out, that the price of the said commodities should rise within that time, and you might sell them for a greater gain, and by that time of the last day of your delivery they might be fallen again in price, and you might have provided another parcel for the same, so that both by the Common law and the Law Merchant you are to make your tender upon the very day by a Scrivener, or with competent witnesses, whereof I have seen sufficient trial in Law.",2,market_exchange
A06786.txt,3032,price,"Exchange fallen by the enhancing of gold in the Low-countries For we find that other nations perceiving our gold to be enhanced, have abated the price of exchange, (according to which the prices of commodities are ruled) so that the same goeth at thirty and four shillings six pence, or thirty and five shillings Flemish for our twenty shillings sterling, whereas before they did allow and reckon thirty seven shillings and six pence or thereabouts, which is above our enhancing of ten pro cent. and aught to be almost thirty eight shillings, whereof our Mint men c???n take no notice, much less our Goldsmiths and Merchants, which either are ignorant, or wise in their own conceits; and it is a hard matter to find in one man that which belongeth to the professions of many, and when it is found to embrace it; for wisdom draweth back, where blind Byard is audacious.",2,market_exchange
wealth.txt,967,price,"The quantity of these, however, which the
      laboring poor are under any necessity of consuming, is so very small, that
      the increase in their price does not compensate the diminution in that of
      so many other things.",2,valuation
wealth.txt,596,price,"This portion,
      or, what comes to the same thing, the price of this portion, constitutes
      the rent of land, and in the price of the greater part of commodities,
      makes a third component part.",2,valuation
wealth.txt,1666,price,"By combining not to take
      apprentices, they can not only engross the employment, but reduce the
      whole manufacture into a sort of slavery to themselves, and raise the
      price of their labor much above what is due to the nature of their work.",2,valuation
